Press_mm_hg,RH_1,RH_2,RH_3,RH_7,RH_8,RH_9,T3,T4,T6,T7,T8,T9,Visibility,Windspeed,lights,month_2,month_3,month_4,month_5,Appliances
750.2,44.0,43.80833333,45.0675,44.785,54.65722222,49.59,19.89,18.7,5.69,18.01111111,18.725,17.1,24.0,8.0,0.0,0,0,0,0,2.995732273553991
757.5666667,45.16333333,43.425,45.32666667,43.26,53.34222222,49.2,22.5,20.2,9.16,18.6,21.0,18.7,40.0,5.333333333,0.0,1,0,0,0,3.688879454113936
764.1666667,43.09,43.93333333,42.2225,38.83888889,45.09,43.0,19.2,17.1,3.43,17.24,17.35111111,16.39,40.0,6.666666667,0.0,0,0,0,0,3.912023005428146
753.8,43.5,44.23,42.32666667,42.79,49.2,44.62142857,21.5,21.6,5.333333333,19.29,21.79,18.5,50.0,2.333333333,2.995732273553991,1,0,0,0,3.688879454113936
760.3,34.93,32.09,35.36333333,28.31,38.29,36.59,23.0,22.89,20.9175,22.64,21.89,20.29,40.0,4.0,0.0,0,0,1,0,4.700480365792417
754.0,39.2,42.59,38.29,37.2,40.12666667,42.29,22.6,20.79,6.726666667,21.29,21.89,20.6,32.0,3.0,0.0,0,0,1,0,3.688879454113936
756.7,38.7187013,37.40519481,37.46298701,36.41818182,41.67785714,39.91025974,24.89402597,23.9861039,16.70376623,23.32584416,24.26298701,22.1,23.0,3.0,0.0,0,0,0,1,4.0943445622221
763.3666667,35.2,39.5,35.79,28.2,40.59,38.12666667,21.53333333,21.6,1.5,20.5,22.39,19.82333333,35.0,1.166666667,0.0,0,1,0,0,3.912023005428146
745.1666667,47.59,49.09,44.678,42.23857143,51.79,47.97142857,26.6,25.29,12.56,24.7,26.0,24.0,55.66666667,1.0,0.0,0,0,0,1,3.912023005428146
756.85,41.9,35.09,38.23,37.44285714,43.9,43.9,26.89,24.39,21.92666667,23.58571429,23.39,22.6,26.5,1.5,0.0,0,0,0,1,4.248495242049359
754.0,39.9,39.73,40.12142857,40.82666667,49.03,44.29,22.04285714,18.39,9.69,17.79,21.23,17.79,40.0,8.0,0.0,1,0,0,0,4.499809670330265
755.85,36.43333333,39.05666667,34.46666667,29.56666667,38.26,35.83333333,21.32333333,19.85666667,4.2,19.2,21.29,19.0,23.16666667,2.0,0.0,0,0,1,0,4.248495242049359
756.4666667,47.03,45.9,42.59,40.214,46.76,45.7,25.63333333,23.6,18.32333333,23.6,24.2,23.1,40.0,5.0,0.0,0,0,0,1,4.0943445622221
754.95,36.46666667,33.66666667,35.62666667,34.856,41.59,41.1725,23.76,22.85666667,18.33333333,22.254,22.79,21.39,40.0,1.0,0.0,0,0,0,1,4.382026634673881
755.6,37.59,39.29,39.46333333,37.156,43.36333333,41.09,20.79,20.2,-0.466666667,19.5,21.29,18.1,62.33333333,1.0,0.0,1,0,0,0,3.688879454113936
759.6666667,45.12666667,44.26,45.1725,45.63277778,55.235,50.29,23.2,21.6,10.16,18.80111111,21.01666667,17.89,62.0,9.0,2.995732273553991,1,0,0,0,3.912023005428146
755.8,38.2,40.59,37.7,35.82666667,41.96666667,38.2,21.79,20.79,9.933333333,19.89,22.92666667,19.6,40.0,5.0,2.302585092994046,0,1,0,0,4.499809670330265
755.15,37.05,36.53,35.72666667,35.09,41.56,42.2,23.36,22.56666667,15.43333333,22.2,22.79,21.29,40.0,1.0,0.0,0,0,0,1,4.700480365792417
766.6666667,36.12666667,39.26666667,36.29,34.02571429,39.76,38.356,22.89,21.85666667,2.826666667,21.2,22.79,20.29,31.33333333,1.0,0.0,0,0,0,1,4.248495242049359
752.2,43.53,38.09,40.7,39.29,43.43333333,42.7,22.1,21.46333333,18.16666667,20.85666667,22.26,20.0,40.0,4.0,0.0,0,0,1,0,3.912023005428146
764.05,37.9,41.56,36.56,31.56666667,42.66333333,39.79,23.2,19.56666667,3.363333333,19.39,22.1,19.1,26.5,3.0,0.0,0,0,0,1,3.912023005428146
760.2333333,39.96666667,36.69333333,37.13333333,29.39666667,36.26,40.2,20.6,21.39,8.5,20.5,22.79,18.16666667,37.0,1.333333333,2.995732273553991,0,1,0,0,6.551080335043404
763.4333333,38.43,41.32666667,36.29,31.5,39.0,37.86333333,23.2,19.79,4.83,19.5,22.39,19.2,40.0,2.666666667,0.0,0,0,1,0,2.995732273553991
742.5833333,38.19333333,36.82666667,38.09,32.09,35.37333333,42.29,24.06666667,21.5,12.86923077,22.29,23.2,20.5,40.0,8.5,2.302585092994046,0,1,0,0,6.492239835020471
752.7,39.62666667,38.36333333,38.45,32.79,36.96666667,41.09,22.65,21.56666667,12.96333333,22.29,22.66666667,20.79,29.0,6.0,0.0,0,0,1,0,3.912023005428146
753.6,45.76666667,43.79,44.5,41.80333333,52.82777778,49.59666667,21.92666667,19.39,8.6,18.5,20.5,19.0,40.0,7.0,2.995732273553991,1,0,0,0,3.912023005428146
748.55,41.83333333,38.7925,42.23,38.9,45.29,42.03,22.1,18.79,4.263333333,17.76,18.89,16.89,40.0,7.166666667,2.302585092994046,0,0,0,0,5.886104031450156
756.8,45.79,47.56666667,42.2,41.09,51.13714286,47.42,25.0,23.13333333,12.39,22.79,23.46857143,22.7,36.33333333,4.0,0.0,0,0,0,1,3.912023005428146
751.0,40.59,44.045,38.5,34.06,45.0,42.0,22.79,20.89,7.833333333,20.85666667,23.5,20.39,40.0,3.0,0.0,0,1,0,0,3.912023005428146
766.7666667,35.79,36.36666667,35.09,35.0,39.03,36.378,23.06666667,21.85666667,11.29666667,21.236,22.6,20.39,32.66666667,1.0,0.0,0,0,0,1,5.991464547107982
770.1333333,34.4,34.62666667,34.82666667,24.39,31.42666667,39.7,21.0,19.73,2.33,21.73,22.66666667,18.32333333,40.0,3.0,0.0,1,0,0,0,4.248495242049359
754.6,34.29,37.4,35.09,28.6,40.2,38.7,22.2,19.7,3.59,19.2,21.39,18.79,40.0,5.0,0.0,0,0,1,0,3.688879454113936
759.6666667,38.5,40.82666667,37.32666667,33.23,39.4,37.79,22.23,20.39,8.426666667,20.42666667,22.0,20.1,35.33333333,1.0,0.0,0,0,1,0,3.688879454113936
767.35,36.93,31.82333333,37.09,29.17142857,36.76666667,37.46666667,22.1,22.79,13.26333333,20.57142857,21.2,20.2,27.0,6.0,0.0,0,0,1,0,3.688879454113936
763.1333333,46.4,46.4,44.9,43.43333333,49.72,47.56,19.7,17.76,3.8,17.31222222,17.39,16.76,28.66666667,2.0,0.0,0,0,0,0,3.4011973816621555
763.9,41.23,40.5,42.59,43.4,50.36333333,45.12666667,21.0,20.5,3.126666667,19.29,19.85666667,17.89,23.0,3.0,0.0,0,0,0,0,4.0943445622221
754.1,41.62666667,46.36,38.56,33.82666667,41.89,42.89,22.89,21.56666667,4.396666667,20.6,22.29,20.29,4.5,1.0,2.995732273553991,0,0,1,0,4.499809670330265
762.1,36.5,38.43333333,35.09,29.56666667,36.295,37.93333333,21.29,20.79,7.333333333,19.79,22.315,19.6,40.0,4.0,0.0,0,1,0,0,4.499809670330265
752.5,43.43333333,45.82666667,39.46666667,36.5,42.93333333,42.23,23.85666667,22.1,6.514,21.0,23.5,20.29,26.0,1.0,2.302585092994046,0,0,1,0,4.382026634673881
748.75,47.29,49.5,43.345,42.79,52.06,47.2,26.7,24.89,14.87714286,24.5,26.1,24.1,34.5,2.0,0.0,0,0,0,1,3.912023005428146
752.0,40.96666667,39.9,43.49333333,42.11055556,50.20055556,46.09,21.82333333,19.82333333,7.933333333,17.1,20.15,16.79,58.0,6.0,2.995732273553991,0,0,0,0,4.867534450455582
760.3,37.32666667,38.53,37.56,36.4,45.9,39.06,23.39,22.79,12.19,22.1,22.6,20.26,27.83333333,1.166666667,0.0,0,0,1,0,3.912023005428146
749.7666667,35.4,38.26,35.9,29.6,41.2,39.36333333,22.0,19.79,1.99,19.79,22.29,19.39,40.0,5.0,0.0,0,0,1,0,3.912023005428146
754.2666667,43.0,42.36333333,44.03,39.79,51.72666667,49.43333333,20.6,19.03,4.623333333,17.0,19.6,16.89,35.66666667,4.0,2.302585092994046,0,0,0,0,4.499809670330265
753.1666667,42.62666667,45.09,39.7,35.49857143,41.43,39.43333333,23.06666667,20.89,7.9,21.29,24.1,20.29,26.33333333,1.0,0.0,0,0,1,0,4.0943445622221
757.3,40.29,42.79,39.93333333,35.09,43.7,44.36333333,25.39,23.7,5.425,23.0,24.29,22.6,26.0,1.0,0.0,0,0,0,1,3.912023005428146
756.1833333,47.69333333,42.59571429,40.69333333,42.55142857,47.93333333,46.29,26.03333333,24.5,22.62333333,23.79,23.82333333,22.89,61.0,1.333333333,0.0,0,0,0,1,6.492239835020471
753.0333333,37.26666667,39.82666667,34.56,32.2,37.4,35.96666667,22.0,21.1,10.29333333,21.0,22.79,19.85666667,21.0,3.666666667,0.0,0,0,1,0,4.0943445622221
762.25,38.79,38.29,39.9,33.86333333,46.98888889,42.16333333,18.79,17.89,0.7,16.2,19.36222222,15.89,53.5,1.5,0.0,0,0,0,0,3.4011973816621555
767.3333333,38.23,41.2,37.73,31.46857143,43.29,40.66333333,22.42666667,21.5,3.163333333,20.46857143,21.89,20.0,40.0,3.166666667,0.0,0,0,1,0,3.4011973816621555
759.5,37.23,38.12666667,36.2,30.1,37.236,41.054,21.87,18.82333333,3.03,18.7,20.39,17.79,40.0,4.0,0.0,1,0,0,0,3.688879454113936
744.55,38.79,39.63333333,37.27,32.86333333,41.7,40.63333333,20.295,21.1,3.73,18.1,20.2,18.2,29.0,5.0,3.4011973816621555,0,1,0,0,5.298317366548036
760.7166667,40.59,40.36333333,40.53,37.95,47.4,41.59,20.29,19.79,-5.53,19.79,20.89,17.6,26.16666667,3.0,0.0,0,0,0,0,3.912023005428146
756.3,38.7,42.0,39.0,37.96666667,45.2,41.73,22.35666667,20.89,5.95,20.39,22.6,19.6,65.0,1.666666667,0.0,0,1,0,0,3.912023005428146
747.7,37.86333333,39.79,38.73,31.7,42.26666667,37.2,20.2,20.2,-0.866666667,17.89,21.5,17.56666667,49.0,1.0,2.995732273553991,0,1,0,0,3.688879454113936
768.1,43.4,43.76,41.56,38.58,46.4,42.93333333,17.53333333,15.3,5.656666667,15.69,16.52222222,15.1,29.0,3.5,2.302585092994046,0,0,0,0,5.075173815233827
750.2666667,40.96666667,43.0,39.0,33.9,44.73,40.16333333,23.0,21.5,9.566666667,21.05,24.2,20.39,40.0,6.166666667,0.0,0,1,0,0,4.0943445622221
752.6333333,47.82666667,50.2,44.76,41.9,50.62666667,49.754,26.26,23.7,10.89,23.5,25.5,23.29,61.33333333,4.0,0.0,0,0,0,1,4.0943445622221
739.5,40.9,41.03,41.16333333,35.55,43.33,38.56,20.89,19.29,4.156666667,19.1,21.79,17.79,64.0,3.5,2.995732273553991,1,0,0,0,4.700480365792417
744.1,37.2,39.09,36.53,29.76,35.59,35.5,20.23,18.13333333,3.3175,18.39,21.29,18.1,22.0,3.0,2.995732273553991,0,1,0,0,4.248495242049359
748.9,43.29666667,40.12666667,43.56,42.12333333,45.46666667,44.29,22.0,18.96333333,4.0,18.36666667,19.1,17.0,40.0,8.666666667,3.4011973816621555,0,0,0,0,4.941642422609304
760.4,39.73,40.96666667,40.43333333,39.06,46.59,43.59,21.0,20.2,-1.356666667,19.1,20.5,18.29,61.0,2.0,0.0,1,0,0,0,3.912023005428146
746.6,50.53,48.63714286,45.855,44.08,49.52666667,48.076,26.175,26.0,22.89571429,25.29,26.6,24.1,40.0,2.0,0.0,0,0,0,1,4.248495242049359
746.35,39.76,38.73,37.345,33.11428571,41.036,42.4,24.1,22.5,16.46,22.0,23.434,20.92666667,34.0,8.5,0.0,0,0,1,0,4.382026634673881
759.5833333,37.29,39.59,36.53,36.93333333,42.26666667,37.76,21.82333333,22.29,6.563333333,19.7,22.39,19.2,56.66666667,1.0,2.995732273553991,0,1,0,0,4.0943445622221
761.2333333,36.96666667,39.66857143,36.66857143,31.0,36.79,38.0425,24.46857143,23.5,7.923333333,23.7,24.29,23.075,40.0,2.666666667,0.0,0,0,0,1,4.0943445622221
762.2166667,45.86333333,44.86333333,43.7,41.515,50.25333333,45.16333333,19.1,16.7,8.8,16.79,17.39722222,16.1,40.0,9.166666667,0.0,0,0,0,0,4.382026634673881
750.1,40.66333333,43.93333333,38.06,40.63,41.714,43.9,23.96333333,22.79,6.763333333,23.16666667,23.7,22.5,22.0,1.833333333,0.0,0,0,0,1,4.0943445622221
756.4,45.96666667,48.0,42.2,41.09,50.812,48.218,25.1,23.1,12.56666667,22.79,23.39,22.79,24.5,3.5,0.0,0,0,0,1,3.912023005428146
758.2,44.56666667,42.76,45.406,40.38,50.56388889,49.7,21.84,20.42666667,4.263333333,18.39,20.53333333,18.29,29.0,3.0,0.0,1,0,0,0,4.248495242049359
752.0666667,41.65666667,31.89,38.59,38.69,42.274,43.56,26.12857143,25.16666667,27.432,23.89,24.35,23.1,40.0,2.333333333,0.0,0,0,0,1,3.912023005428146
761.2666667,39.7,41.42,37.59,33.2,40.978,41.236,25.29,23.39,8.0,23.39,25.434,22.79,25.66666667,1.0,0.0,0,0,0,1,3.912023005428146
768.7833333,35.4,39.23,36.9,34.0,40.73,39.09,20.29,19.7,0.727272727,21.5,23.03333333,19.29,63.0,3.0,0.0,0,1,0,0,3.912023005428146
752.8,44.2,44.46666667,44.0,42.4,54.2,47.0,22.1,21.85666667,9.89,18.5,21.89,18.5,40.0,8.333333333,2.302585092994046,1,0,0,0,3.912023005428146
760.5666667,38.4,36.73,37.86333333,32.09,39.36333333,40.96666667,22.39,21.1,12.96,21.2,22.79,20.46333333,36.33333333,3.333333333,0.0,0,0,1,0,3.912023005428146
761.6333333,34.19333333,34.43333333,36.09,27.53333333,35.59,35.545,19.98428571,19.5,-1.326666667,18.32333333,20.2,17.6,35.66666667,1.0,0.0,1,0,0,0,4.0943445622221
751.55,41.79,44.16333333,40.03,34.7,46.81285714,41.73,24.6,22.85666667,6.69,21.56666667,23.2,20.92666667,40.0,2.0,0.0,0,0,1,0,4.248495242049359
764.0833333,37.83333333,41.5,36.59,31.5,42.53,40.0,23.2,19.5,3.06,19.39,22.0,19.1,25.66666667,3.0,0.0,0,0,0,1,3.912023005428146
752.85,41.43333333,37.86,38.26,33.7,40.93333333,40.59,23.2,23.29,17.77583333,21.6,23.7,20.7,40.0,4.5,0.0,0,0,1,0,5.91350300563827
758.8,39.4,37.32,39.09,34.5,38.79,38.59,25.29,23.92666667,16.65,23.46333333,24.5,22.7,40.0,5.0,0.0,0,0,0,1,5.075173815233827
744.2,37.2,39.29,36.5,30.36,35.7,35.59,20.2,18.1,3.5,18.39,21.23,18.0,23.5,3.0,2.995732273553991,0,1,0,0,4.867534450455582
751.2,41.59,42.5,38.4,37.16333333,44.4,42.29,23.1,20.29,14.73333333,21.1,23.56666667,20.0,40.0,6.0,0.0,0,1,0,0,4.605170185988092
744.0,42.09666667,42.53,42.0,34.30333333,41.58,37.7,20.5,19.13333333,3.09,19.39,22.28,17.5,28.5,6.0,2.995732273553991,1,0,0,0,4.867534450455582
748.9,43.9,47.2,41.0,41.29,47.76,45.7,24.7225,21.5,8.8,21.79,24.03333333,20.79,34.0,1.666666667,0.0,0,0,1,0,4.0943445622221
756.6,35.9,37.43333333,37.09,37.0,44.63333333,40.42,23.89,22.7,8.66,22.54285714,23.1,21.1,40.0,3.0,0.0,0,0,0,1,4.0943445622221
770.6333333,34.76,35.29,35.09,25.36,32.06,40.0,21.2,20.06666667,4.4,22.0,22.76,18.34,40.0,2.333333333,2.302585092994046,1,0,0,0,3.912023005428146
767.8,36.13333333,35.12666667,39.86333333,26.53,31.53,38.16333333,22.92666667,21.0,5.9,22.13333333,22.03333333,19.6,27.0,7.0,0.0,0,1,0,0,5.19295685089021
756.9666667,37.2,35.4,36.43333333,33.09,37.5,39.9,22.1,22.0,12.76333333,19.7,22.56666667,19.79,40.0,3.0,0.0,0,1,0,0,4.248495242049359
752.4333333,38.29,36.9,37.29,34.536,41.9,39.66333333,24.7,24.0,14.89571429,23.29,24.79,21.6,28.0,1.666666667,0.0,0,0,0,1,4.382026634673881
757.3,40.76,39.96666667,41.96666667,35.79,44.79,39.9975,19.2,18.79,3.156666667,18.23,19.76,16.865,34.5,3.0,2.302585092994046,0,0,0,0,4.499809670330265
763.0666667,38.23,40.86,36.09,31.5,36.79,37.0,23.29,19.89,5.23,19.56666667,22.39,19.15,40.0,3.333333333,0.0,0,0,1,0,4.248495242049359
758.5,35.9,36.59,37.9,31.7,43.7,39.7,20.12,18.39,1.1,17.5,20.0,17.54,17.83333333,2.0,2.302585092994046,1,0,0,0,3.688879454113936
745.4333333,39.9,37.62666667,39.03,30.73,37.72333333,42.0,20.7,21.23,9.066666667,19.1,20.1,18.39,40.0,8.333333333,0.0,0,1,0,0,4.0943445622221
759.6333333,44.7,46.79,42.42666667,38.2,47.36333333,47.43333333,25.92666667,23.76,10.69,23.34714286,24.6,22.92666667,26.0,3.666666667,0.0,0,0,0,1,3.912023005428146
749.6166667,36.29,37.45,35.145,27.82666667,36.495,32.09,22.0,20.29,3.9,19.89,22.79,19.2,28.33333333,5.833333333,2.302585092994046,0,0,1,0,4.499809670330265
767.5333333,43.26,43.56,41.425,38.4,46.275,42.79,17.5,15.3,6.3,15.69,16.6,15.1,40.33333333,3.666666667,0.0,0,0,0,0,3.912023005428146
766.55,42.46666667,42.09,44.7,43.9,50.0,50.09,20.5,17.89,8.39,16.29,18.2,16.39,62.5,2.0,0.0,0,0,0,0,3.912023005428146
752.0333333,49.05654545,46.52891892,43.50727273,43.60324324,50.87636364,48.12727273,26.77345455,24.02432432,22.80864865,23.92162162,24.37290909,23.16563636,40.0,2.333333333,0.0,0,0,0,1,4.0943445622221
757.55,39.5,40.93,37.4,33.79,39.53,37.7,21.79,19.79,13.86666667,20.1,21.03333333,19.7,27.5,2.0,0.0,0,0,1,0,3.912023005428146
749.45,48.09,47.96666667,43.79,43.418,53.116,47.52571429,26.2,25.16,14.46333333,24.64,26.39,23.96857143,40.0,2.166666667,0.0,0,0,0,1,4.0943445622221
755.85,45.59,43.9,45.09,43.10222222,55.60222222,50.0,22.56666667,19.89,9.066666667,18.6,20.77,18.79,40.0,4.5,0.0,1,0,0,0,3.912023005428146
759.8,45.8,43.82666667,45.4,44.73,53.31944444,49.29,23.89,21.2,10.8,18.81777778,21.07777778,17.79,58.33333333,9.0,3.4011973816621555,1,0,0,0,4.0943445622221
744.2333333,40.76,39.7,40.59,36.64277778,45.34944444,42.79666667,20.6,19.1,3.156666667,19.39,21.6,18.6,35.66666667,4.0,0.0,1,0,0,0,4.605170185988092
758.6,42.83333333,43.3,38.29,33.2,39.43333333,39.26,25.03333333,20.7,4.66,21.2,23.39,19.73,38.16666667,1.0,0.0,0,1,0,0,4.867534450455582
752.1,44.26666667,45.03,39.83,34.29,39.06,39.7,25.7,21.55,12.11428571,22.1,24.5,20.82333333,40.0,4.0,0.0,0,0,1,0,4.941642422609304
757.8666667,43.59,42.43333333,46.0,40.94444444,51.92611111,50.0,22.0,20.32333333,4.5,18.43888889,20.7,18.23,38.16666667,3.0,2.302585092994046,1,0,0,0,4.0943445622221
747.25,39.06,37.66333333,36.5,33.16285714,38.78142857,43.29,24.1,22.5,17.32333333,21.95285714,22.80428571,20.89,34.0,8.0,0.0,0,0,1,0,4.382026634673881
755.85,37.23,39.26,37.2,36.66333333,41.16333333,38.09,21.7,20.6,9.69,20.0,23.23,19.56666667,40.0,5.0,2.302585092994046,0,1,0,0,4.499809670330265
741.9333333,37.09,39.73,36.76,31.46333333,41.46666667,38.86,20.46333333,18.39,4.563333333,18.1,20.42666667,18.29,51.16666667,1.833333333,0.0,0,1,0,0,4.382026634673881
761.4,39.62666667,41.356,37.59,33.2,40.34285714,40.95714286,25.29,23.39,8.025,23.39,25.6,22.79,30.66666667,1.0,0.0,0,0,0,1,4.0943445622221
760.1,42.76666667,42.02,35.9,30.6,38.0,37.76666667,23.6,20.26,11.6,19.7,22.79,19.39,40.0,6.0,0.0,0,0,1,0,6.507277712385012
755.7,38.96666667,40.2,38.59,37.254,44.12666667,40.93333333,21.29,20.5,1.1,19.254,20.79,18.0,44.66666667,1.0,0.0,1,0,0,0,3.912023005428146
758.5333333,43.89333333,39.19333333,43.53,41.39666667,45.15666667,41.12666667,21.32333333,20.53333333,2.23,18.12333333,19.63333333,17.29,63.66666667,5.666666667,3.4011973816621555,0,0,0,0,5.736572297479192
749.0,44.82666667,48.83333333,40.2,41.63333333,47.29,46.66333333,24.32333333,21.35666667,9.963333333,21.76,23.5,20.89,36.33333333,1.0,0.0,0,0,1,0,4.605170185988092
762.7,39.59,39.03,40.03,33.87555556,46.46666667,43.66333333,18.5,17.13333333,-1.963333333,16.07777778,18.89,15.89,54.33333333,2.0,0.0,0,0,0,0,3.912023005428146
738.7833333,43.9,43.59,44.0,39.575,53.5,48.33333333,21.7,19.89,7.56,18.90833333,21.6,19.06666667,37.0,7.166666667,0.0,1,0,0,0,2.995732273553991
752.5,38.09,38.425,37.8175,34.59,43.7,41.79,24.7,23.79,12.26857143,23.1,24.29,21.7,40.0,3.0,0.0,0,0,0,1,3.912023005428146
754.5666667,40.0,40.09,37.7,34.7,39.93333333,38.56,21.79,20.0,14.5,20.2,21.39,19.79,20.33333333,3.0,0.0,0,0,1,0,4.0943445622221
738.65,42.86333333,40.5,43.4,39.74777778,45.49833333,42.66333333,22.6,19.1,2.126666667,20.1,23.2,18.89,40.0,6.0,0.0,1,0,0,0,4.248495242049359
761.6,35.53,37.79,36.09,29.16666667,40.79,38.93333333,20.96333333,19.56666667,-1.133333333,19.46333333,21.2,18.23,31.0,2.0,0.0,0,1,0,0,3.4011973816621555
755.65,44.66333333,41.276,37.93333333,40.9,48.26666667,44.0,27.63333333,24.5,19.63,24.29,24.66666667,22.7,31.5,3.0,0.0,0,0,0,1,4.382026634673881
752.8,36.66666667,35.69666667,38.39333333,42.16333333,48.23,46.73,20.66666667,18.1,2.4,18.39,19.0,17.39,40.0,8.0,2.302585092994046,0,0,0,0,3.912023005428146
753.6333333,47.79333333,43.93,46.63333333,49.29,52.9,50.96333333,21.96333333,19.79,11.3,19.11111111,21.745,17.1,49.33333333,7.666666667,3.4011973816621555,0,0,0,0,5.298317366548036
751.7,41.4,44.7,39.59,37.89714286,39.30571429,43.5,23.1,20.84,4.35,21.1,21.89,20.5,26.33333333,5.0,0.0,0,0,1,0,3.912023005428146
764.6666667,39.75666667,37.05,39.645,28.84,38.09833333,37.83,18.745,17.7,-2.0,17.0,19.61666667,16.0,62.83333333,2.333333333,2.995732273553991,0,0,0,0,4.787491742782046
741.0,39.79666667,39.59,38.93333333,31.18888889,40.29,39.96666667,21.2,19.1,3.23,20.18888889,24.0,18.79,40.0,3.5,0.0,1,0,0,0,6.063785208687608
747.5,37.7,41.9,38.845,33.73,42.80363636,43.4,23.34,20.39,5.78625,21.0,23.08181818,20.6,40.0,7.0,0.0,0,1,0,0,4.248495242049359
764.4333333,34.03,36.0,35.0,25.06666667,31.4425,35.79,21.79,22.89333333,4.263333333,21.29,23.4175,19.89,63.33333333,2.666666667,3.4011973816621555,0,1,0,0,4.499809670330265
753.3666667,42.52666667,42.26,39.36333333,33.95666667,39.025,40.22333333,23.1,21.46333333,13.53285714,21.0952381,21.2,20.92666667,30.66666667,7.0,0.0,0,0,1,0,4.787491742782046
764.8333333,39.4,43.06,36.79,32.15285714,41.09,39.4,21.89,21.5,9.293333333,20.2,21.7,20.2,20.66666667,1.333333333,0.0,0,0,1,0,3.912023005428146
756.3,38.29,39.76,38.9,34.46571429,41.06666667,40.1,20.5,19.76,0.633333333,19.1,20.73,18.06666667,57.66666667,1.0,0.0,1,0,0,0,4.0943445622221
755.5,38.0,40.96666667,37.53,36.2,45.02666667,39.7,21.0,19.23,-0.6,18.39,20.0,17.5,15.0,1.0,0.0,0,1,0,0,3.912023005428146
749.4666667,43.15666667,41.09,41.16333333,39.735,47.21444444,42.82666667,20.5,18.7,6.09,19.95722222,21.715,18.79,49.33333333,4.0,0.0,1,0,0,0,4.605170185988092
768.1666667,37.56666667,40.29333333,35.8175,30.46857143,39.23,36.7,22.1,21.25142857,6.49,20.02857143,21.35666667,20.06666667,24.0,2.666666667,0.0,0,0,1,0,4.0943445622221
753.5666667,40.5,44.2,38.0,37.93333333,42.86333333,42.22333333,21.79,19.79,6.866666667,20.2,21.66666667,19.39,54.16666667,6.0,2.302585092994046,0,1,0,0,4.941642422609304
755.2,37.29,38.93333333,36.9,36.25714286,41.86333333,41.214,23.89,22.5,9.53,22.39,22.79,21.1,40.0,2.666666667,0.0,0,0,0,1,4.0943445622221
761.625,40.29,39.53,42.09,41.32666667,48.52666667,47.0,20.89,20.42666667,2.09,18.7,20.29,17.89,37.0,4.5,0.0,0,0,0,0,3.912023005428146
750.1,39.0,35.29,37.7,33.4,38.4,38.9,23.1,22.2,18.13333333,21.79,21.6,21.2,40.0,4.0,0.0,0,0,1,0,4.499809670330265
760.55,35.5,36.7,35.36333333,30.42666667,37.0,36.32666667,21.7,20.0,12.36,19.23,21.6,19.42666667,34.0,1.5,0.0,0,1,0,0,4.0943445622221
754.1666667,39.5,42.76,38.96666667,39.7,47.0,43.4,22.39,20.06666667,6.5,20.39,22.2,19.39,37.66666667,5.0,0.0,0,1,0,0,3.912023005428146
748.4666667,43.7,42.60375,40.09,41.26,45.76428571,41.316,24.39,23.79,12.0,23.0,24.7,22.39,28.0,4.166666667,0.0,0,0,0,1,4.941642422609304
747.4,37.09,37.5,37.5,32.09,40.0,37.5,19.89,19.1,3.73,18.0,21.32333333,17.79,54.0,4.0,0.0,0,1,0,0,4.382026634673881
757.6,39.59,35.0,37.59,35.2,39.36333333,40.254,24.5,24.0,19.75142857,23.1,22.85666667,22.79,31.75,4.5,0.0,0,0,0,1,4.382026634673881
751.1,36.93333333,31.12333333,36.09,33.73857143,37.12,38.25142857,25.29,24.5,26.3625,23.71285714,24.89,22.31857143,40.0,3.0,0.0,0,0,0,1,5.438079308923196
755.6111111,34.0,36.46666667,35.2,28.13333333,40.5,36.46666667,22.32333333,19.89,3.363333333,19.29,21.76,18.73,40.0,3.611111111,0.0,0,0,1,0,4.0943445622221
749.1666667,48.5,47.476,44.06857143,44.09,48.975,47.2,26.04285714,25.39,21.26333333,24.93714286,25.89,24.2,40.0,3.333333333,0.0,0,0,0,1,4.700480365792417
751.95,37.7,39.09,38.29,33.9,42.09,43.4,24.7,23.5,12.16,22.73857143,23.5,21.79,40.0,1.5,0.0,0,0,0,1,4.0943445622221
764.8,44.5,43.7,44.43166667,41.5,55.245,48.73,22.01666667,20.66666667,7.53,18.5,21.1,18.39,32.33333333,2.166666667,0.0,1,0,0,0,3.912023005428146
758.8666667,39.66333333,42.2,36.96,36.59,40.09,41.718,24.29,22.5,7.34,23.5,23.79,22.7,43.0,2.0,0.0,0,0,0,1,3.912023005428146
737.6,41.09,41.59,39.53,38.20888889,42.50611111,40.06,20.5,19.85666667,3.56,19.29,20.79555556,18.0,54.33333333,2.333333333,2.302585092994046,1,0,0,0,4.499809670330265
766.55,36.12666667,40.2,35.5,26.6,37.65666667,37.9,22.2,21.1,1.43,21.1,22.39,19.5,21.83333333,2.833333333,2.302585092994046,0,1,0,0,4.0943445622221
752.1,44.06,46.12666667,40.92333333,37.06,43.7,42.79,24.56666667,22.29,8.8,21.06666667,23.35666667,20.39,40.0,2.0,0.0,0,0,1,0,4.499809670330265
757.1666667,41.33333333,37.86333333,38.4,34.13333333,39.82142857,36.93333333,24.89,23.79,14.83333333,22.5,23.5,21.89,28.16666667,1.0,2.995732273553991,0,0,0,1,4.605170185988092
764.2333333,33.7,32.86333333,35.36333333,32.49714286,37.554,33.4,23.1,23.1,9.433333333,22.43714286,24.912,20.39,40.0,3.0,0.0,0,0,0,1,4.382026634673881
